Title,Location,Latitude,Longitude
Herbie Rides Again,Golden Gate Bridge,37.810977,-122.477578
Hereafter,Hobart Building (582 Market Street),37.788534,-122.411388
Hereafter,1160 Taylor Street,37.7932643,-122.4126258
Hereafter,The Final Final (2990 Baker Street),37.795219,-122.420782
High Anxiety,"Conservatory of Flowers, Golden Gate Park",37.795219,-122.420782
High Anxiety,"Fort Point (Presidio, Golden Gate National Recreation Area)",37.761953,-122.43065
High Anxiety,Hyatt Regency Hotel (5 Embarcadero Center),37.795219,-122.420782
High Crimes,Vesuvio Café (255 Columbus Avenue),37.795219,-122.420782
High Crimes,Bank of America Building (555 California Street),37.795219,-122.420782
High Crimes,391 Pennsylvania Avnue at 19th Street,37.761476,-122.393487
High Crimes,Union Square,37.799616,-122.415762
High Crimes,Maiden Lane,37.788427,-122.40358
High Crimes,Condor Club (Columbus and Broadway),37.795219,-122.420782
High Crimes,Chase H & Q  (1 Bush Street at Sansome),37.773063,-122.419607
Homeward Bound II: Lost in San Francisco,Pier 39 (Fisherman's Wharf),37.794996,-122.394324
House of Sand and Fog,,37.795219,-122.420782
How Stella Got Her Groove Back,Marriot Hotel (55 4th Street at Market),37.795219,-122.420782
Hulk,Treasure Island,37.815742,-122.371546
Hulk,Golden Gate Bridge,37.810977,-122.477578
Hulk,Vallejo Street at Sansome,37.799382,-122.402421
Hulk,Telegraph Hill,37.802965,-122.406905
Indiana Jones and the Last Crusade,Administration Building (Treasure Island),37.795219,-122.420782
Innerspace,Golden Gate Bridge,37.810977,-122.477578
Innerspace,Telegraph Hill,37.802965,-122.406905
Innerspace,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",37.790199,-122.404671
Interview With The Vampire,Golden Gate Bridge,37.810977,-122.477578
Interview With The Vampire,100 Market Street at 6th Street,37.782053,-122.410069
Interview With The Vampire,6th Street On-ramp to Highway 280,37.779315,-122.406628
Interview With The Vampire,Ferry Building,37.795219,-122.420782
Invasion of the Body Snatchers,"Bimbo's 365 Club (1025 Columbus Avenue, North Beach)",37.795219,-122.420782
Invasion of the Body Snatchers,32 Napier Lane,37.8026023,-122.4038518
Invasion of the Body Snatchers,1227 Montgomery Street (Telegraph Hill),37.800436,-122.4045368
Invasion of the Body Snatchers,Broadway Tunnel (Russian Hill),37.796095,-122.42011
Invasion of the Body Snatchers,United Nations Plaza (Civic Center),37.779992,-122.413487
Invasion of the Body Snatchers,"Department of Public Health (101 Grove Street at Polk, Civic Center)",37.795219,-122.420782
Invasion of the Body Snatchers,720 Steiner Street (Hayes Valley),37.7763806,-122.4327423
Invasion of the Body Snatchers,Pier 33 (Embarcadero),37.794996,-122.394324
Invasion of the Body Snatchers,Chinatown,37.794993,-122.40767
Invasion of the Body Snatchers,City Hall,37.795219,-122.420782
Invasion of the Body Snatchers,Hamlin Hotel (385 Eddy Street),37.798394,-122.417829
Invasion of the Body Snatchers,Lafayette Park (Pacific Heights),37.773135,-122.417451
Invasion of the Body Snatchers,"Postcard Row (Alamo Square, Hayes Valley)",37.795219,-122.420782
Invasion of the Body Snatchers,"Ramada Plaza Hotel Downtown (1231 Market Street, Civic Center)",37.795219,-122.420782
Invasion of the Body Snatchers,San Francisco Drydock (20th and Illinois Streets),37.795219,-122.420782
Invasion of the Body Snatchers,Transamerica Building (600 Montgomery Street at Clay),37.795219,-122.420782
I Remember Mama,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.738952,-122.425815
I Remember Mama,The Ferry Building,37.795219,-122.420782
I Remember Mama,Grant Avenue (North Beach),37.796901,-122.406827
I's,1 Post Street,37.7887787,-122.4025746
It Came From Beneath the Sea,Chrissy Field,37.795219,-122.420782
It Came From Beneath the Sea,Hunters Point,37.733616,-122.376974
It Came From Beneath the Sea,Golden Gate Bridge,37.810977,-122.477578
Jack,,37.795219,-122.420782
Jade,Fior d' Italia (601 Union Street at Stockton),37.795219,-122.420782
Jade,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)",37.795219,-122.420782
Jade,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.738952,-122.425815
Jade,Palace of Fine Arts,37.795219,-122.420782
Jade,Sheraton Palace Hotel (639 Market Street),37.795219,-122.420782
Jade,War Memorial Opera House (401 Van Ness Avenue),37.795219,-122.420782
Jade,Washington Square (North Beach),37.794489,-122.411663
Jade,Hall of Justice (850 Bryant Street),37.732622,-122.407024
Jade,Lombard & Hyde Streets,37.801995,-122.419614
Jagged Edge,Golden Gate Bridge,37.810977,-122.477578
Jagged Edge,City Hall,37.795219,-122.420782
James and the Giant Peach,,37.795219,-122.420782
Joy Luck Club,901 Union Street,37.7996188,-122.41434
Joy Luck Club,610 Rhode Island Street (Potrero Hill),37.7619171,-122.4025662
Joy Luck Club,Hang Ah Alley (Chinatown),37.793251,-122.407149
Joy Luck Club,Horace Mann School (3351 23rd Street),37.750869,-122.41449
Joy Luck Club,375 Laguna Honda Blvd.,37.7486437,-122.4561452
Joy Luck Club,180 Manchester Street,37.744204,-122.4143281
Julie and Jack,,37.795219,-122.420782
Junior,"Postcard Row (Alamo Square, Hayes Valley)",37.795219,-122.420782
Junior,2552 Hyde Street,37.8045609,-122.4198716
Junior,United Nations Plaza (Civic Center),37.779992,-122.413487
Junior,Hyatt Fisherman's Wharf (555 Northpoint Street),37.795219,-122.420782
Junior,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.738952,-122.425815
Junior,Chinatown Gate,37.795219,-122.420782
Junior,722 Steiner Street,37.7764543,-122.4327572
Just Like Heaven,,37.795219,-122.420782
Just One Night,Ferry Building,37.795219,-122.420782
Kamikaze Hearts,Market Street Between Noe and Sanchez,37.765868,-122.431025
Knife Fight,Green & Laguna Streets,37.798394,-122.417829
Knife Fight,City Hall,37.795219,-122.420782
Knife Fight,California & Hyde Streets,37.790973,-122.417391
Live Nude Girls Unite,Lusty Lady Bar (North Beach),37.795219,-122.420782
Looking,Muni line N- Judah,37.795219,-122.420782
Looking,Sutro Baths  ,37.795219,-122.420782
Looking,Golden Gate Park,37.779564,-122.431952
Looking,Market & Church St.,37.767503,-122.428949
Looking,Willy's Barber Shop,37.736272,-122.379415
Looking,Jawbone at 99 Rhode Island St. ,37.795219,-122.420782
Looking,Urban Flowers,37.723158,-122.464254
Looking,770 Haight St,37.7718311,-122.4348902
Looking,Eros,37.795219,-122.420782
Looking,Doc's Clock,37.795219,-122.420782
Looking,Starbucks at 333 O'Farrell St.,37.795219,-122.420782
Looking,Union Square,37.799616,-122.415762
Looking,The Café at 2369 Market St.,37.795219,-122.420782
Looking,Castro St. from Market to 18th St.,37.754494,-122.434394
Looking,Bay Bridge,37.814343,-122.358463
Looking,Treasure Island,37.815742,-122.371546
Looking,The Fairmont,37.795219,-122.420782
Looking,1890 Clay St.,37.7921895,-122.4240244
Looking,2000 Folsom,37.7650272,-122.4155078
Looking,Mission Arts Center,37.742821,-122.42168
Looking,2413 Harrison St.,37.7585661,-122.4121509
Looking,Muddy Waters Coffee House,37.795219,-122.420782
Looking,Valencia St. from 16th to 17th,37.762578,-122.421662
Looking,Orphan Andy's,37.795219,-122.420782
Looking,Dolores Park,37.762712,-122.424767
Looking,Casa Lucas Market at 2934 24th St,37.795219,-122.420782
Looking,Punjab,37.795219,-122.420782
Looking,BART from Civic Center to 24th St.,37.795219,-122.420782
Looking,Fulsom Street Fair on Fulsom St.,37.772812,-122.412824
Looking,Fort Funston,37.795219,-122.420782
Looking,"Tiburon Hiking Trail, Tiburon, CA",37.795219,-122.420782
Looking,Presidio Church at 130 Fisher Loop,37.788257,-122.460315
Looking,Golden Gate Bridge,37.810977,-122.477578
Looking,222 Mason St. ,37.7856967,-122.4092745
Looking,601 Buena Vista West,37.7669204,-122.4440379
Looking,The Stud,37.795219,-122.420782
Looking,Mr. S Leather,37.78168,-122.406711
Looking,2866 24th St.,37.7529935,-122.4096838
Looking,24th and Church St. ,37.751705,-122.427437
Looking,Church and Duboce Muni Station,37.75569,-122.427813
Looking,St. Francis Fountain,37.734825,-122.468809
Love & Taxes,The Marsh Theatre (1062 Valencia Street),37.795219,-122.420782
Love & Taxes,20 Hill Street,37.7562881,-122.4220184
Love & Taxes,198 Gough Street,37.7748704,-122.422356
Magnum Force,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.738952,-122.425815
Magnum Force,City Hall,37.795219,-122.420782
Magnum Force,Broadway Tunnel (Russian Hill),37.796095,-122.42011
Magnum Force,280 Freeway at Pennsylvania and Mariposa Streets,37.730889979592,-122.42433746939
Magnum Force,18th Street Overpass (Potrero Hill),37.7617,-122.41109
Magnum Force,2190 Washington Street (Pacific Heights),37.7925412,-122.4291512
Magnum Force,Embarcadero Freeway,37.794996,-122.394324
Magnum Force,Cost Plus World Market (2552 Taylor Street),37.795219,-122.420782
Magnum Force,Vermont Street between 20th and 22nd Streets,37.75701,-122.403765
Magnum Force,San Francisco International Airport,37.795219,-122.420782
Magnum Force,San Francisco Drydock (20th and Illinois Streets),37.795219,-122.420782
Magnum Force,"Pacific Heights Towers (2200 Sacramento Street, Pacific Heights)",37.79567,-122.416653
Magnum Force,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)",37.795219,-122.420782
Magnum Force,Hall of Justice (850 Bryant Street),37.732622,-122.407024
Magnum Force,Golden Gate Bridge,37.810977,-122.477578
Marnie,"On Board the SS President Cleveland, docked at Pier 50",37.795219,-122.420782
Maxie,Grace Cathedral Episcopal Church (1100 California Street),37.775607,-122.415485
Maxie,"Asian Art Museum (200 Larkin Street, Civic Center)",37.795219,-122.420782
Maxie,"722 Steiner Street (Postcard Row, Alamo Square, Hayes Valley)",37.7764543,-122.4327572
Memoirs of an Invisible Man,St. Elizabeth Apartment House (901 Powell Street at Sacramento),37.795219,-122.420782
Metro,Bush Street at Jones,37.807072,-122.417261
Midnight Lace,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.738952,-122.425815
Milk,Lower Haight Street,37.7627,-122.442229
Milk,Grace Cathedral Episcopal Church (1100 California Street),37.775607,-122.415485
Milk,Golden Gate Bridge,37.810977,-122.477578
Milk,Marine Fireman's Union Headquarters,37.805368,-122.44565
Milk,Market & Castro Street,37.762671,-122.435188
Milk,Treasure Island,37.815742,-122.371546
Milk,El Camino Del Mar,37.787487,-122.489641
Milk,29th and Delores Street,37.743838,-122.424385
Milk,424 Sansome Street,37.794207,-122.4013595
Milk,Chinatown,37.794993,-122.40767
Milk,City Hall,37.795219,-122.420782
Milk,Duboce Park,37.769408,-122.429906
Mission (aka City of Bars),"The 500 Club (500 Guerrero Street, Mission District)",37.795219,-122.420782
Mission (aka City of Bars),Mission Delores Park (Mission District),37.795219,-122.420782
Mona Lisa Smile,,37.795219,-122.420782
Mother,Golden Gate Bridge,37.810977,-122.477578
Mother,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.738952,-122.425815
Mrs. Doubtfire,520-522A Green Street at Grant Street,37.795219,-122.420782
Mrs. Doubtfire,100 Embarcadero Street,37.7934074,-122.3926367
Mrs. Doubtfire,516 Green Street,37.7998245,-122.4078335
Mrs. Doubtfire,1200 Washington Street at Taylor Street,37.79432,-122.413011
Mrs. Doubtfire,Hancock School (940 Filbert Street),37.760491,-122.428278
Mrs. Doubtfire,Danilo's Bakery (Green Street & Bannam Place),37.795219,-122.420782
Mrs. Doubtfire,Chrissy Field,37.795219,-122.420782
Murder in the First,Alcatraz Island,37.795219,-122.420782
Murder in the First,Pier 7,37.794996,-122.394324
Murder in the First,Palace of Fine Arts,37.795219,-122.420782
Murder in the First,Aquatic Park (Jefferson Street),37.795219,-122.420782
Murder in the First,Alamo Square,37.7632,-122.449433
Murder in the First,1821 Alabama St. ,37.7440036,-122.4100901
Murder in the First,Hall of Justice (850 Bryant Street),37.732622,-122.407024
Murder in the First,Cameron House 920 Sacramento St. ,37.720357,-122.386243
Murder in the First,Naked Lunch,37.795219,-122.420782
Murder in the First,9 Calhoun Terrace,37.8007602,-122.4037807
Murder in the First,Washington Square on Filbert & Stockton,37.794941,-122.408079
Murder in the First,AT&T Park,37.795219,-122.420782
Murder in the First,China Basin on Berry St,37.772171,-122.387902
Murder in the First,Kearney St. from Broadway to Pacific,37.791691,-122.40422
My Reality,Chouguet's (2500 Washington Street),37.795219,-122.420782
My Reality,Triton Hotel (342 Grant Street),37.795219,-122.420782
My Reality,O'Farrell & Jones Streets,37.78579,-122.41297
My Reality,500 Club (500 Guerrero),37.795219,-122.420782
My Reality,3122 16th Street,37.765125,-122.4226123
My Reality,Grant Avenue & Union Street,37.800638,-122.407584
Need For Speed,Mason St from Pine to Sacramento,37.794526,-122.411363
Need For Speed,Powell St. from Geary to Sacramento,37.796012,-122.409979
Need For Speed,California St from Taylor to Powell,37.787438,-122.445402
Need For Speed,Embarcadero from Broadway to Folsom,37.794996,-122.394324
Never Die Twice,"Postcard Row (Alamo Square, Hayes Valley)",37.795219,-122.420782
Night of Henna,,37.795219,-122.420782
Nina Takes a Lover,,37.795219,-122.420782
Nine Months,Jack Kerouac Alley between Columbus & Grant Streets,37.797469,-122.406945
Nine Months,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",37.795219,-122.420782
Nine Months,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)",37.795219,-122.420782
Nine Months,Pierce Street between Pacific & Green Streets,37.795741,-122.438591
Nine Months,Montgomery & Vallejo Streets,37.799172,-122.404053
Nine Months,Marathon Plaza (303 2nd Street),37.795219,-122.420782
Nine Months,Jones Street at Bush,37.807072,-122.417261
Nine Months,Chrissy Field,37.795219,-122.420782
Nine Months,Belli Building (722 Montgomery Street at Washington),37.734069,-122.384796
Nine Months,Alamo Square,37.7632,-122.449433
Nine Months,60 Spear Street,37.792536,-122.3945932
Nine Months,"101 Henry Adams Place, 4th Floor",37.7681092,-122.4035207
Nine Months,The Malloch Apartment Building (1360 Montgomery Street),37.795219,-122.420782
Nine Months,Wasteland Store (1600 Haight Street),37.795219,-122.420782
Nine Months,Star's Café (55 Golden Gate Avenue at Van Ness),37.795219,-122.420782
Nine to Five,Albert S. Samuels Clock (856 Market Street between Powell and Stockton),37.716595,-122.409805
Nora Prentiss,Belgravia Apartments (795 Sutter Street at Jones),37.759648,-122.448577
On the Beach,,37.795219,-122.420782
On the Road,Sacramento & Montgomery Streets,37.79378,-122.402957
On the Road,Filbert & Leavenworth Streets,37.800458,-122.416648
On the Road,2017 23rd Street,37.7545042,-122.4000415
On the Road,Bay Bridge,37.814343,-122.358463
Pacific Heights,Financial District,37.795219,-122.420782
Pacific Heights,Chinatown,37.794993,-122.40767
Pacific Heights,Texas & 19th Streets (Potrero Hill),37.761359,-122.395438
Pal Joey,Coit Tower,37.795219,-122.420782
Pal Joey,Barbary Coast,37.795219,-122.420782
Pal Joey,"Spreckles Mansion (2080 Washington Street, Pacific Heights)",37.795219,-122.420782
Panther,,37.795219,-122.420782
Parks and Recreation,Larkin & Fulton,37.789829,-122.418843
Parks and Recreation,Fibert from Hyde to Leavenworth,37.795219,-122.420782
Parks and Recreation,Columbus and Green,37.79949,-122.409014
Parks and Recreation,Embarcadero & Market,37.794996,-122.394324
Patch Adams,Sheraton Palace Hotel (639 Market Street),37.795219,-122.420782
Patch Adams,Presidio (Golden Gate National Recreation Area),37.788257,-122.460315
Patch Adams,Treasure Island,37.815742,-122.371546
Patty Hearst,Bank of America (38th Street at Balboa Street),37.795219,-122.420782
Patty Hearst,"Postcard Row (Alamo Square, Hayes Valley)",37.795219,-122.420782
Petulia,Cala Foods (California Street and Hyde),37.795219,-122.420782
Petulia,Pier 43 1/2,37.794996,-122.394324
Petulia,2417 Franklin Street,37.7966899,-122.4256058
Petulia,"Japanese Tea Garden, Hagiwara Tea Garden Drive, Golden Gate Park",37.795219,-122.420782
Petulia,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.738952,-122.425815
Petulia,"Fort Point (Presidio, Golden Gate National Recreation Area)",37.761953,-122.43065
Petulia,307 Filbert Street,37.8017084,-122.4049802
Phenomenon,Treasure Island,37.815742,-122.371546
Playing Mona Lisa,Conservatory of Flowers (Golden Gate Park),37.795219,-122.420782
"Play it Again, Sam",15-17 Fresno Street,37.798662451613,-122.40579058065
"Play it Again, Sam",Balboa at 22nd Avenue,37.776449,-122.481247
"Play it Again, Sam","The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)",37.778779,-122.459982
"Play it Again, Sam",Surf Theater (4520 Irving Street),37.795219,-122.420782
"Play it Again, Sam",Hyde Street Cable Car,37.794567,-122.418112
"Play it Again, Sam",Aquatic Park (Jefferson Street),37.795219,-122.420782
Pleasure of His Company,Grace Cathedral Episcopal Church (1100 California Street),37.775607,-122.415485
Pleasure of His Company,2700 Vallejo Street (Pacific Heights),37.7946325,-122.4420266
Point Blank,"Fort Point (Presidio, Golden Gate National Recreation Area)",37.761953,-122.43065
Point Blank,Alcatraz Island,37.795219,-122.420782
Pretty Woman,,37.795219,-122.420782
Psych-Out,,37.795219,-122.420782
Quicksilver,Pacific Stock Exchange,37.79567,-122.416653
Quitters,McLaren Lodge,37.786243,-122.48839
Quitters,Bechelli's Flower Market Café,37.795219,-122.420782
Quitters,923 Vermont St.,37.7579717,-122.4035442
Quitters,Geary from 22nd Ave to Arguello,37.787,-122.411043
Quitters,Clement St. from 6th to 7th Ave. ,37.782261,-122.479516
Quitters,Wine Impression,37.795219,-122.420782
Quitters,Clement St. from 5th and 7th Ave. ,37.782891,-122.465492
Quitters,Claire Lilienthal Elementary School,37.795219,-122.420782
Quitters,Yerba Buena Gardens,37.811143,-122.36672
Quitters,Tonga Room,37.795219,-122.420782
Quitters,Cal-Mart Supermarket,37.795219,-122.420782
Quitters,4015 21st St,37.7558274,-122.4360956
Quitters,Tank Hill Park,37.795219,-122.420782
Quitters,1536 Noe St.,37.74447,-122.4315269
Quitters,24 Hill St.,37.7562756,-122.4222253
Quitters,21st St & Sanchez,37.75636,-122.430115
Raising Cain,,37.795219,-122.420782
Red Diaper Baby,"Magic Theater (Fort Mason, Golden Gate National Recreation Area)",37.795219,-122.420782
Red Widow,Golden Gate Ave & Jones,37.782073,-122.412221
Red Widow,York & 24th St.,37.752852,-122.408189
Red Widow,2nd St & Howard,37.786778,-122.398257
Red Widow,Montgomery & Market Streets,37.789263,-122.401375
Red Widow,Broadway & Taylor,37.797039,-122.413558
Red Widow,Mason & Sacramento St,37.792761,-122.411007
Red Widow,Geary & 27th Ave,37.779993,-122.486877
Red Widow,Geary & 20th Ave,37.780335,-122.479383
Red Widow,Pioneer Park at Coit Tower,37.795219,-122.420782
Red Widow,Vallejo Street Garage,37.797789,-122.415071
Red Widow,California & Davis St,37.793509,-122.397607
Rent,Treasure Island,37.815742,-122.371546
Rollerball,,37.795219,-122.420782
Romeo Must Die,Chinatown,37.794993,-122.40767
Romeo Must Die,Embarcadero Street,37.794996,-122.394324
San Andreas,Broadway and Kearney,37.798017,-122.405473
San Andreas,"Stage Work, 47 Julian St.",37.795219,-122.420782
San Andreas,Hyde St. at Greenwich and Hyde St. at Lombard,37.801062,-122.419425
San Andreas,"Asia Star Fantasy, 1126 Grant Ave.",37.795219,-122.420782
San Andreas,2nd St. at Townsend St.,37.780607,-122.390527
San Andreas,Jefferson St. at Powell St.,37.808625,-122.412523
San Andreas,Grant St. at Bush St.,37.808111,-122.40905
San Andreas,Vallejo Garage Roof (Vallejo at Powell),37.798373,-122.410456
San Andreas,Clay St. at Taylor,37.793431,-122.412829
San Andreas,Bay St. at Polk,37.804355,-122.423465
San Andreas,Intersection of Lombard and Hyde,37.795219,-122.420782
San Andreas,Mission between 3rd and 4th St.,37.795219,-122.420782
San Andreas,555 California,37.7922616,-122.403486
San Andreas,Grant between Bush and Market,37.78673,-122.404583
San Andreas,Coit Tower,37.795219,-122.420782
San Andreas,TransAmerica Pyramid (600 Montgomery Street),37.795219,-122.420782
San Andreas,Washington Square,37.794489,-122.411663
San Andreas,Battery Spencer,37.795874,-122.400486
San Andreas,Pier 43,37.794996,-122.394324
San Andreas,"Vallejo St. Garage, 766 Vallejo St.",37.797789,-122.415071
San Andreas,Fort Baker,37.795219,-122.420782
San Andreas,AT&T Stadium,37.795219,-122.420782
San Andreas,AT&T Stadium,37.795219,-122.420782
San Andreas,Water work in SF Bay,37.804407,-122.413359
San Francisco,The Barbary Coast,37.795219,-122.420782
San Francisco,City Hall,37.795219,-122.420782
Sausalito,The Castro,37.795219,-122.420782
Sense8,"Atlas Café, 3049 20th St.",37.795219,-122.420782
Sense8,"""Metzger's Apt"" 151 Alice B. Toklas Pl.",37.795219,-122.420782
Sense8,Van Ness and 12th St.,37.772222,-122.418352
Sense8,Palace of Fine Arts: 3306 Lyon St.,37.795219,-122.420782
Sense8,"Dolores Park, 20th St. between Church & Dolores St.",37.762631,-122.426104
Sense8,Irving St. at 9th Ave.,37.764036,-122.46631
Sense8,Laguna Honda Hospital; 375 Laguna Honda Blvd.,37.784953,-122.427989
Sense8,Vallejo Street Garage; 766 Vallejo St.,37.797789,-122.415071
Sense8,Grand View Ave.,37.754493,-122.440897
Sense8,Market St. overpass,37.774358,-122.420254
Sense8,Romain St.,37.756423,-122.440134
Sense8,Corbett St.,37.756233,-122.443276
Sense8,375 Castro St. and 17th between Castro and Diamond St.,37.762671,-122.435188
Sense8,Z Space Studios; 450 Florida St.,37.795219,-122.420782
Sense8,20th,37.759246,-122.408904
Sense8,Harrison,37.773447,-122.408913
Sense8,22nd St.,37.755888,-122.411273
Sense8,S. Van Ness,37.765752,-122.417542
Sense8,16th St.,37.765349,-122.414722
Sense8,Folsom,37.772812,-122.412824
Sense8,Harrison & 20th,37.759028,-122.4125
Sense8,Clairon Alley between Valencia & Mission St.,37.763051,-122.419476
Sense8,18th Street between Guerrero and Valencia Streets,37.7617,-122.421578
Serendipity,,37.795219,-122.420782
Serial,Ferry Building,37.795219,-122.420782
Seven Girlfriends,Golden Gate Bridge,37.810977,-122.477578
Shadow of the Thin Man,Bay Bridge,37.814343,-122.358463
Shattered,,37.795219,-122.420782
Shoot the Moon,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.738952,-122.425815
Sister Act,"St. Paul's Church (Church Street, Noe Valley)",37.795219,-122.420782
Sister Act 2: Back in the Habit,"Carnelian Room, Bank of America Building (555 California Street, 53rd Floor)",37.747802,-122.439709
Sister Act 2: Back in the Habit,CCSF Alemany Campus ,37.795219,-122.420782
Sister Act 2: Back in the Habit,Coit Tower,37.795219,-122.420782
Sister Act 2: Back in the Habit,"Maritime Museum, Building 201 (Fort Mason)",37.795219,-122.420782
Sister Act 2: Back in the Habit,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",37.795219,-122.420782
Sneakers,The Embarcadero,37.794996,-122.394324
Sneakers,Hills Brothers Plaza (The Embarcadero at Harrison),37.795219,-122.420782
So I Married an Axe Murderer,Alcatraz Island,37.795219,-122.420782
So I Married an Axe Murderer,City Light Bookstore (261 Columbus Avenue),37.795219,-122.420782
So I Married an Axe Murderer,Edinburgh Castle (950 Geary Street),37.722784,-122.430833
So I Married an Axe Murderer,Fog City Diner (1300 Battery Street),37.795219,-122.420782
So I Married an Axe Murderer,Prudente's Italian Deli (1462 Grant Ave at Union),37.795219,-122.420782
So I Married an Axe Murderer,Rocco's Corner (Columbus Street),37.795219,-122.420782
So I Married an Axe Murderer,San Francisco Chronicle (901 Mission Street at 15th Street),37.795219,-122.420782
So I Married an Axe Murderer,St. John's Presbyterian Church (25 Lake Street),37.795219,-122.420782
So I Married an Axe Murderer,Swedenborgian Church (2107 Lyon Street),37.795219,-122.420782
So I Married an Axe Murderer,Vesuvio Café (255 Columbus Avenue),37.795219,-122.420782
So I Married an Axe Murderer,"Aladdin Terrace (off of Taylor Street, Between Filbert and Union)",37.800383,-122.413388
So I Married an Axe Murderer,Café Picaro 3120 16th Street,37.795219,-122.420782
So I Married an Axe Murderer,"1462 Grant Avenue, at Union Street",37.800638,-122.407584
So I Married an Axe Murderer,305 Hugo Street,37.765207081633,-122.46106679592
Sphere,S.S. Jeremiah O'Brien,37.795219,-122.420782
Star Trek II : The Wrath of Khan,Golden Gate Park,37.779564,-122.431952
Star Trek IV: The Voyage Home,Intersection of Columbus & Kearney Streets,37.795219,-122.420782
Star Trek IV: The Voyage Home,Golden Gate Bridge,37.810977,-122.477578
Star Trek IV: The Voyage Home,"Bessie Charmichael Elementary School (375 Seventh Street, SOMA)",37.746547,-122.415065
Star Trek IV: The Voyage Home,500 Block of Pacific Avenue (Chinatown),37.799524,-122.416491
Star Trek IV: The Voyage Home,Intersection of Columbus & Mason Streets,37.795219,-122.420782
Star Trek IV: The Voyage Home,Intersection of Grant & Fresno Streets (North Beach),37.795219,-122.420782
Star Trek IV: The Voyage Home,Kearny & Pacific Streets,37.797545,-122.405408
Star Trek IV: The Voyage Home,"Marina Green, Marina District",37.805368,-122.44565
Star Trek IV: The Voyage Home,North Beach,37.795219,-122.420782
Star Trek IV: The Voyage Home,"West Harbor, Marina District",37.795219,-122.420782
Star Trek IV: The Voyage Home,Golden Gate Park,37.779564,-122.431952
Star Trek VI: The Undiscovered County,Golden Gate Bridge,37.810977,-122.477578
Stigmata,,37.795219,-122.420782
Street Music,Hamlin Hotel (385 Eddy Street),37.798394,-122.417829
Sudden Fear,Lombard Street,37.802201,-122.417966
Sudden Fear,The Tamalpias Building (1201 Greenwich Street at Hyde),37.795219,-122.420782
Sudden Fear,Brocklebank Apartments (1000 Mason Street),37.795219,-122.420782
Sudden Fear,2800 Scott Street,37.7957521,-122.4399174
Sudden Impact,"Pier 38-40, The Embarcadero",37.794996,-122.394324
Sudden Impact,"Near Point Lobos, El Camino Del Mar ",37.795219,-122.420782
Sudden Impact,Mt. Davidson,37.795219,-122.420782
Sudden Impact,"McDonald's Restaurant (701 3rd Street, SOMA)",37.795219,-122.420782
Sudden Impact,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",37.790199,-122.404671
Sudden Impact,Hall of Justice (850 Bryant Street),37.732622,-122.407024
Sudden Impact,Ferry Plaza,37.795219,-122.420782
Sudden Impact,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.738952,-122.425815
Sudden Impact,Civic Center Plaza,37.795219,-122.420782
Sudden Impact,The Embarcadero/Ferry Building,37.794996,-122.394324
Sudden Impact,"Bowles Franklin Galleries (765 Beach Street, Fisherman's Wharf)",37.795219,-122.420782
Superman,Golden Gate Bridge,37.810977,-122.477578
Susan Slade,"On Board the SS President Cleveland, docked at Pier 50",37.795219,-122.420782
Sweet November,"Foote, Cone & Belding (733 Front Street at Pacific)",37.714256,-122.446778
Sweet November,Hotel Majestic (1500 Sutter Street),37.795219,-122.420782
Sweet November,Marquee Lofts (1000 Van Ness Avenue at Alice B. Tolkas Place),37.795219,-122.420782
Sweet November,Citicorp Center (1 Sansome Street at Sutter) ,37.795219,-122.420782
Sweet November,Farley's Café (1315 18th Street Near Missouri),37.795219,-122.420782
Sweet November,Mission Dolores Park (Mission District),37.795219,-122.420782
Sweet November,Blooms Saloon (18th Street between Missouri and Texas Streets),37.795219,-122.420782
Sweet November,Chrissy Field,37.795219,-122.420782
Sweet November,Christopher's Books (1400 18th Street),37.755984,-122.457246
Swing,Regency Building (1290 Sutter Street),37.795219,-122.420782
Swing,Broadway Studios (435 Broadway at Montgomery Street),37.798223,-122.403863
Swingin' Along,Powell Street,37.796012,-122.409979
Take the Money and Run,Bank of America (1455 Stockton Street),37.795219,-122.420782
Take the Money and Run,Golden Gate Park,37.779564,-122.431952
Take the Money and Run,Mission Street,37.742821,-122.42168
Terminator - Genisys,Pine St. between Market and Montgomery,37.791899,-122.402571
Terminator - Genisys,16th and Utah,37.765842,-122.406553
