Title,Location,Latitude,Longitude
Terminator - Genisys,Van Ness between Fell and Lombard,37.788489,-122.421949
Terminator - Genisys,California between Leavensworth and Powell,37.792043,-122.409171
Terminator - Genisys,Mission at 1st and 2nd,37.742821,-122.42168
Terminator - Genisys,Market at Mason,37.783288,-122.408952
Terminator - Genisys,California at Larkin,37.790788,-122.419036
Terminator - Genisys,Califorinia at Jones,37.791416,-122.414107
Terminator - Genisys,Pine and Leavensworth,37.795219,-122.420782
Terminator - Genisys,Howard St. from Embarcadero to 11 St.,37.782831,-122.40325
Terminator - Genisys,Construction Site in front of 260 Stockton St. at Post St.,37.795219,-122.420782
Terminator - Genisys,California St. between Drumm St. and Kearny St.,37.792639,-122.404418
Terminator - Genisys,Market St. at Embarcadero area,37.774358,-122.420254
Terminator - Genisys,Pine St. between Market and Kearny,37.791691,-122.40422
Terminator - Genisys,Front St. between Market and Clay,37.795162,-122.399149
Terminator - Genisys,Union Square,37.799616,-122.415762
Terminator - Genisys,San Francisco - Oakland Bay Bridge,37.795219,-122.420782
Terminator - Genisys,"Mission St., Embarcadero, and Front between Clay and Market",37.742821,-122.42168
Terminator - Genisys,Sutter Stockton Garage,37.788747,-122.412364
Terminator - Genisys,Bush St. at Stockton St.,37.807891,-122.410685
Terminator - Genisys,Powell St at Geary St,37.787358,-122.408227
Terminator - Genisys,1 Market St. Landmark Building,37.7938715,-122.3948652
Terminator - Genisys,Embarcadero between Pier 2 and Harrison,37.794996,-122.394324
Terminator - Genisys,Pier 14,37.794996,-122.394324
The Assassination of Richard Nixon,"Tosca Café (242 Columbus Avenue, North Beach)",37.795219,-122.420782
The Assassination of Richard Nixon,766 Sutter Street,37.7889374,-122.4131229
The Bachelor,Danilo's Bakery (Green Street & Bannam Place),37.795219,-122.420782
The Bachelor,Moose's Restaurant (1652 Stockton),37.795219,-122.420782
The Bachelor,Nina M. Designs (52 2nd Street at Jessie),37.795219,-122.420782
The Bachelor,Pacific Stock Exchange (301 Pine Street at Sansome),37.79567,-122.416653
The Bachelor,Roof of Cable Car (California at Front Street),37.795219,-122.420782
The Bachelor,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",37.795219,-122.420782
The Bachelor,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)",37.795219,-122.420782
The Bachelor,Stockton Tunnel (Stockton Street at Sutter Street),37.789434,-122.406957
The Bachelor,Sutter-Stockton Garage (330 Sutter Street at Stockton),37.789434,-122.406957
The Bachelor,Washington Square Park (North Beach),37.794489,-122.411663
The Bachelor,Merchant Exchange (465 California Street at Leidesdortt),37.794315,-122.402265
The Bachelor,Columbus Avenue at Green & Stockton,37.79949,-122.409014
The Bachelor,Mama's Restaurant (1701 Stockton),37.795219,-122.420782
The Birds,Powell and Geary Streets (Union Square),37.787358,-122.408227
The Bridge,Golden Gate Bridge,37.810977,-122.477578
The Caine Mutiny,Golden Gate Bridge,37.810977,-122.477578
The Caine Mutiny,The Embarcadero,37.794996,-122.394324
The Californians,,37.795219,-122.420782
The Candidate,"Westin St. Francis Hotel (335 Powell Street, Union Square)",37.795219,-122.420782
The Competiton,California Academy of Sciences (Golden Gate Park),37.787438,-122.445402
The Competiton,Pier 39,37.794996,-122.394324
The Conversation,"Cathedral Hill Hotel (1101 Van Ness Avenue, Civic Center)",37.795219,-122.420782
The Conversation,Financial District,37.795219,-122.420782
The Conversation,"Neiman Marcus (150 Stockton Street, Union Square)",37.737897,-122.418939
The Conversation,One Embarcadero Center (Financial District),37.795219,-122.420782
The Conversation,"Saks Fifth Avenue (384 Post Street, Union Square)",37.795219,-122.420782
The Conversation,Union Square,37.799616,-122.415762
The Conversation,"Westin St. Francis Hotel (335 Powell Street, Union Square)",37.795219,-122.420782
The Conversation,Alamo Square (Hayes Valley),37.7632,-122.449433
The Conversation,Alcoa Building (1 Maritime Plaza),37.795219,-122.420782
The Conversation,Alta Plaza Park (Steiner Street),37.801707,-122.402935
The Conversation,"American Roofing Co. Building (297 Kansas Street, Potrero Hill)",37.795219,-122.420782
The Core,Golden Gate Bridge,37.810977,-122.477578
The Dead Pool,550 El Camino Del Mar (Seacliff),37.7875345,-122.4899238
The Dead Pool,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)",37.795219,-122.420782
The Dead Pool,1954 Mason Street (North Beach),37.8017337,-122.4126041
The Dead Pool,20th & DeHaro Streets (Potrero Hill),37.759734,-122.401112
The Dead Pool,22nd & Wisconsin Streets (Potrero Hill),37.795219,-122.420782
The Dead Pool,22nd Bet. Carolina & Rhode Island Streets (Potrero Hill),37.795219,-122.420782
The Dead Pool,New Asia Restaurant (772 Pacific Avenue at Grant),37.795219,-122.420782
The Dead Pool,San Francisco Drydock (The Dogpatch),37.795219,-122.420782
The Dead Pool,Washington Square Park (North Beach),37.794489,-122.411663
The Dead Pool,One Thousand Powell Apartments (1000 Powell Street),37.795219,-122.420782
The Dead Pool,"The Cannery (281 Leavenworth Street, Fisherman's Wharf)",37.795219,-122.420782
The Dead Pool,Posrtsmouth Square (Chinatown),37.795219,-122.420782
The Dead Pool,Pierce St. & Golden Gate Avenue (Hayes Valley),37.779145,-122.43524
The Dead Pool,Pierce & California Streets (Pacific Heights),37.788488,-122.437129
The Dead Pool,Pier 3 (The Embarcadero),37.794996,-122.394324
The Dead Pool,"Nam Yuen Restaurant (740 Washington Street, Chinatown)",37.795219,-122.420782
The Dead Pool,"Mirant Energy, LLC (1301 Illinois Street, The Dogpatch)",37.732374,-122.428452
The Dead Pool,McAllister & Scott Streets (Hayes Valley),37.778005,-122.436697
The Dead Pool,"KGO-TV ABC7 TV Studios (900 Front Street, Waterfront Historic District)",37.795219,-122.420782
The Dead Pool,Hall of Justice (850 Bryant Street),37.732622,-122.407024
The Dead Pool,"San Francisco National Military Cemetary (Lincoln Blvd., The Presidio, Golden Gate National Recreation Center)",37.795219,-122.420782
The Dead Pool,"Silver Restaurant (737 Washington Street, Chinatown)",37.72989,-122.413282
The Dead Pool,Fremont Street Exit of Bay Bridge,37.78966,-122.395685
The Dead Pool,Folsom & Essex Streets,37.772812,-122.412824
The Dead Pool,"Eber Electronics (2355 Market Street, Castro)",37.795219,-122.420782
The Dead Pool,Clementina & Sumner Streets,37.775893,-122.409997
The Dead Pool,Carl & Cole Streets (Cole Valley),37.7658,-122.449958
The Dead Pool,710 Steiner Street (Hayes Valley),37.7760676,-122.4326615
The Dead Pool,23rd & Iowa Streets (Dogpatch),37.755164,-122.391753
The Diary of a Teenage Girl,Geary St. from Polk to Larkin,37.787,-122.411043
The Diary of a Teenage Girl,Victoria Theatre,37.717918,-122.465342
The Diary of a Teenage Girl,Yerba Buena Island,37.811143,-122.36672
The Diary of a Teenage Girl,SPECS' Twelve Adler Museum Café,37.795219,-122.420782
The Diary of a Teenage Girl,Ocean Beach at Point Lobos,37.726785,-122.466073
The Diary of a Teenage Girl,700 Kansas St.,37.7607498,-122.4034683
The Diary of a Teenage Girl,Presidio Branch Library,37.788257,-122.460315
The Diary of a Teenage Girl,The Royal Oak,37.795219,-122.420782
The Diary of a Teenage Girl,Tonic,37.795219,-122.420782
The Diary of a Teenage Girl,Polk and Northpoint St.,37.787279,-122.42002
The Diary of a Teenage Girl,770 Haight St.,37.7718311,-122.4348902
The Diary of a Teenage Girl,Tank Hill Park,37.795219,-122.420782
The Diary of a Teenage Girl,Hamburger Haven,37.795219,-122.420782
The Diary of a Teenage Girl,Higher Grounds Coffee House,37.795219,-122.420782
The Diary of a Teenage Girl,304 Lily St.,37.7742002,-122.4260807
The Diary of a Teenage Girl,The Magazine at 920 Larkin,37.795219,-122.420782
The Doctor,,37.795219,-122.420782
The Doors,,37.795219,-122.420782
The Enforcer,Coit Tower,37.795219,-122.420782
The Enforcer,Sutter & Webster Streets,37.786304,-122.431552
The Enforcer,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)",37.795219,-122.420782
The Enforcer,23rd & Capp Streets (Mission District),37.753902,-122.417506
The Enforcer,24th Street Mini Park (Mission District),37.752373,-122.416266
The Enforcer,Alcatraz Island,37.795219,-122.420782
The Enforcer,Balmy Street (Mission District),37.752601,-122.412464
The Enforcer,City Hall,37.795219,-122.420782
The Enforcer,Hall of Justice,37.732622,-122.407024
The Fan,Candlestick Park (602 Jamestown Ave.),37.795219,-122.420782
The Fog of War,,37.795219,-122.420782
The Game,Sheraton Palace Hotel (639 Market Street),37.795219,-122.420782
The Game,Ritz-Carlton Hotel (600 Stockton Street),37.795219,-122.420782
The Game,Presidio (Golden Gate National Recreation Area),37.788257,-122.460315
The Game,Merchant Exchange Building,37.795448,-122.400413
The Game,Mason & California Streets (Nob Hill),37.791835,-122.410818
The Game,Harrison Street (The Embarcadero),37.773447,-122.408913
The Game,City Club (155 Sansome Street),37.795219,-122.420782
The Game,Bay Bridge,37.814343,-122.358463
The Game,Bank of America Building (555 California Street),37.795219,-122.420782
The Game,301 Howard Street,37.7894978,-122.3942652
The Game,1 Bush Street,37.7910921,-122.4001219
The Game,Washington Street & Waverly Place (Chinatown),37.795077,-122.407001
The Game,"Stockton Tunnel Southern Approach Overhang (Bush & Stockton Streets, Chinatown)",37.796704,-122.408431
The Game,Merchant Exchange Building (465 California Street),37.795448,-122.400413
The Graduate,San Francisco Zoo (2701 Sloat Blvd.),37.795219,-122.420782
The Graduate,Bay Bridge,37.814343,-122.358463
The House on Telegraph Hill,Telegraph Hill,37.802965,-122.406905
The House on Telegraph Hill,1227 Montgomery Street,37.800436,-122.4045368
The House on Telegraph Hill,Market Street,37.774358,-122.420254
The House on Telegraph Hill,Coit Tower,37.795219,-122.420782
The Internship,Montgomery and Union St.,37.801038,-122.404429
The Internship,Epic Roasthouse,37.795219,-122.420782
The Internship,Grant Ave from Sacramento to Clay,37.796901,-122.406827
The Internship,Players Arcade at Pier 39,37.795219,-122.420782
The Jazz Singer,Coffee Dan's (O'Farrell Street at Powell),37.795219,-122.420782
The Lady from Shanghai,Mandarin Theatre (1021 Grant Avenue),37.795219,-122.420782
The Lady from Shanghai,Golden Gate Park,37.779564,-122.431952
The Lady from Shanghai,Fomer Hall of Justice (750 Kearny Street at Washington),37.795219,-122.420782
The Lady from Shanghai,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)",37.795219,-122.420782
The Last of the Gladiators,,37.795219,-122.420782
The Laughing Policeman,,37.795219,-122.420782
The Lineup,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)",37.795219,-122.420782
The Lineup,2090 Jackson Street,37.7934152,-122.4294282
The Lineup,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",37.790199,-122.404671
The Lineup,Sutro Baths (Point Lobos Avenue),37.795219,-122.420782
The Lineup,Pier 41,37.794996,-122.394324
The Lineup,War Memorial Opera House (401 Van Ness Avenue),37.795219,-122.420782
The Lineup,The Embarcadero,37.794996,-122.394324
The Love Bug,Golden Gate Bridge,37.810977,-122.477578
The Love Bug,100 Block of Lombard Street,37.799524,-122.416491
The Maltese Falcon,Ferry Building,37.795219,-122.420782
The Maltese Falcon,"Burritt Alley (Off Bush Street, between Powell and Stockton Streets)",37.789851,-122.407404
The Maltese Falcon,Golden Gate Bridge,37.810977,-122.477578
The Master,Pier 7/ Embarcadero,37.794996,-122.394324
The Matrix,skyline/ exterior scenes,37.72526,-122.503041
The Net,Montgomery & Market Streets,37.789263,-122.401375
The Net,Moscone Convention Center,37.795219,-122.420782
The Nightmare Before Christmas,,37.795219,-122.420782
The Organization,,37.795219,-122.420782
The Other Sister,Palace of Fine Arts (3301 Lyon Street),37.795219,-122.420782
The Other Sister,Transbay Terminal (Mission Street at 1st Street),37.795219,-122.420782
The Other Sister,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",37.795219,-122.420782
The Parent Trap,Administration Building (Treasure Island),37.795219,-122.420782
The Presidio,700 Block of Jackson Street (Chinatown),37.799524,-122.416491
The Presidio,900 Block of Grant Avenue (Chinatown),37.799524,-122.416491
The Presidio,Battery Street (The Embarcadero),37.795874,-122.400486
The Presidio,Civic Center Plaza,37.795219,-122.420782
The Presidio,Coit Tower,37.795219,-122.420782
The Presidio,Ferry Building,37.795219,-122.420782
The Presidio,"Fort Point (Presidio, Golden Gate National Recreation Area)",37.761953,-122.43065
The Presidio,Golden Gate Bridge,37.810977,-122.477578
The Presidio,Hayes & Polk Streets (Civic Center),37.777512,-122.418043
The Presidio,Market & 2nd Streets,37.789263,-122.401375
The Presidio,Montgomery & Vallejo Streets (Telegraph Hill),37.799172,-122.404053
The Presidio,Presidio (Golden Gate National Recreation Area),37.788257,-122.460315
The Presidio,Sansome Street (The Embarcadero),37.796626,-122.401853
The Presidio,Washington Street & Waverly Place (Chinatown),37.795077,-122.407001
The Presidio,200 Block of Sansome Street (Financial District),37.799524,-122.416491
The Princess Diaries,724 Brazil Avenue,37.7216111,-122.4288936
The Princess Diaries,2601 Lyon Street,37.7946838,-122.446997
The Princess Diaries,Baker Beach,37.790555,-122.48091
The Princess Diaries,Fisherman's Wharf,37.808966,-122.415843
The Princess Diaries,Firestation #3 (Brazil Avenue and Athens Street),37.795219,-122.420782
The Princess Diaries,Cliff House (1090 Point Lobos Avenue),37.795219,-122.420782
The Princess Diaries,Broadway Tunnel (Broadway between Powell and Larkin),37.796095,-122.42011
The Pursuit of Happyness,Glide Memorial Church (434 Ellis St),37.795219,-122.420782
The Pursuit of Happyness,Glen Park Subway Station,37.795219,-122.420782
The Pursuit of Happyness,Candlestick Park (602 Jamestown Ave.),37.795219,-122.420782
The Pursuit of Happyness,Golden Gate Park Children's Playground ,37.779564,-122.431952
The Right Stuff,"American Can Company (Between Illinois & Kentucky, 20th and 22nd Streets)",37.795219,-122.420782
The Right Stuff,Cow Palace,37.795219,-122.420782
The Right Stuff,City Hall,37.795219,-122.420782
The Right Stuff,Financial District,37.795219,-122.420782
The Rock,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.738952,-122.425815
The Rock,New Russian Hill Market (1198 Pacific Avenue at Jones),37.795219,-122.420782
The Rock,The San Francisco Bay,37.795219,-122.420782
The Rock,Palace of Fine Arts (3301 Lyon Street),37.795219,-122.420782
The Rock,Alcatraz Island,37.795219,-122.420782
The Rock,City Hall,37.795219,-122.420782
The Rock,Coit Tower,37.795219,-122.420782
The Sweetest Thing,Golden Gate National Recreation Area,37.791934,-122.415475
The Ten Commandments,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",37.795219,-122.420782
The Times of Harvey Milk,The Castro,37.795219,-122.420782
The Towering Inferno,"Bank of America Building (555 California Street, Financial District)",37.795219,-122.420782
The Towering Inferno,Firestation #38 (California & Laguna),37.795219,-122.420782
The Towering Inferno,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.738952,-122.425815
The Towering Inferno,Grace Cathedral Episcopal Church (1100 California Street),37.775607,-122.415485
The Towering Inferno,2898 Vallejo Street,37.7942314,-122.4448778
The Towering Inferno,"Hyatt Regency Hotel (5 Embarcadero Center, Financial District)",37.795219,-122.420782
The Towering Inferno,"San Francisco Fire Station 38 (2150 California Street, Pacific Heights)",37.795219,-122.420782
The Wedding Planner,City Hall,37.795219,-122.420782
The Wedding Planner,Grace Cathedral Episcopal Church (1100 California Street),37.775607,-122.415485
The Wedding Planner,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)",37.778779,-122.459982
The Wedding Planner,Pleasant Street at Taylor,37.792991,-122.412739
The Wedding Planner,Pier 7 (The Embarcadero),37.794996,-122.394324
The Wedding Planner,Montgomery Street at Union Street,37.801038,-122.404429
The Wedding Planner,Lincoln Park,37.765117,-122.484759
The Wedding Planner,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)",37.795219,-122.420782
The Woman In Red,Brocklebank Apartments (1000 Mason Street),37.795219,-122.420782
The Woman In Red,Palace of Fine Arts (3301 Lyon Street),37.795219,-122.420782
The Woman In Red,Montgomery Street at Union Street,37.801038,-122.404429
The Woman In Red,"Postcard Row (Alamo Square, Hayes Valley)",37.795219,-122.420782
They Call Me MISTER Tibbs,,37.795219,-122.420782
The Zodiac,,37.795219,-122.420782
Thief of Hearts,,37.795219,-122.420782
Time After Time,Broadway at Osgood Street (North Beach),37.798323,-122.403075
Time After Time,Lombard & Laguna Streets (Marina District),37.800469,-122.431115
Time After Time,Lombard & Fillmore Streets (Marina District),37.799842,-122.436046
Time After Time,Lombard & Divisadero Streets (Marina District),37.799,-122.442647
Time After Time,Lombard & Broderick Streets (Marina District),37.79879,-122.444319
Time After Time,Justin Herman Plaza,37.732743,-122.421741
Time After Time,Intersection of Fulton & 6th Streets (Chinatown),37.795219,-122.420782
Time After Time,Intersection of California & Grant Streets (Richmond District),37.795219,-122.420782
Time After Time,Hyatt Regency Hotel (5 Embarcadero Center),37.795219,-122.420782
Time After Time,"Huntington Park (California & Taylor Streets, Nob Hill)",37.730788,-122.49507
Time After Time,Golden Gate Park,37.779564,-122.431952
Time After Time,Golden Gate Bridge,37.810977,-122.477578
Time After Time,"Ghiradelli Square (900 North Point Street, Fisherman's Wharf)",37.795219,-122.420782
Time After Time,Chestnut & Davisadero Streets (Marina District),37.799977,-122.442846
Time After Time,California Academy of Sciences (Golden Gate Park),37.787438,-122.445402
Time After Time,2340 Francisco Street,37.8010857,-122.4438953
Time After Time,100 Block of Union Street (Cow Hollow),37.799524,-122.416491
Time After Time,Old St. Mary's Church (660 California Street at Grant),37.795219,-122.420782
Time After Time,United Nations Plaza (Civic Center),37.779992,-122.413487
Time After Time,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)",37.795219,-122.420782
Time After Time,Palace of Fine Arts (3301 Lyon Street),37.795219,-122.420782
Time After Time,One Embarcadero Center (Financial District),37.795219,-122.420782
Time After Time,Merchant Exchange (465 California Street at Leidesdortt),37.794315,-122.402265
Time After Time,Marina Green (Marina District),37.805368,-122.44565
Tin Cup,,37.795219,-122.420782
To the Ends of the Earth,,37.795219,-122.420782
True Believer,,37.795219,-122.420782
Tucker: The Man and His Dreams,City Hall,37.795219,-122.420782
Tweek City,,37.795219,-122.420782
Twisted,"McCovey Point, China Basin Park (24 Willy Mays Plaza)",37.795219,-122.420782
Twisted,Veterans' War Memorial Building (401 Van Ness Avenue),37.795219,-122.420782
Twisted,,37.795219,-122.420782
Twisted,La Bodega (1332 Grant Avenue at Vallejo),37.795219,-122.420782
Twisted,Vesuvio Café (255 Columbus Avenue),37.795219,-122.420782
Twisted,The Saloon (1232 Grant Avenue),37.795219,-122.420782
Twisted,Mojito (1337-1339 Grant Avenue),37.795219,-122.420782
Twisted,"Red's Java House (Pier 30-32, The Embarcadero)",37.795219,-122.420782
Twisted,Piers 30-32,37.788488,-122.437129
Twisted,Pier 39,37.794996,-122.394324
Twisted,Pier 24,37.794996,-122.394324
Under the Tuscan Sun,Mecca Restaurant (2029 Market Street),37.795219,-122.420782
Until the End of the World,"Tosca Café (242 Columbus Avenue, North Beach)",37.795219,-122.420782
Vegas in Space,3567 18th Street,37.7613877,-122.4230396
Vegas in Space,Project Artaud (Florida Street),37.795219,-122.420782
Vegas in Space,Carona Heights Park,37.723388,-122.466688
Vegas in Space,544 Natoma (SOMA),37.7794929,-122.4087277
Vegas in Space,422 Oak Street at Laguna,37.774598,-122.425888
Vegas in Space,Under Highway 101 (near Potrero and Cesar Chavez Streets),37.795219,-122.420782
Vertigo,York Hotel (940 Sutter Street),37.754453,-122.408343
Vertigo,1007 Gough Street,37.782535,-122.42411975
Vertigo,900 Lombard Street,37.8025311,-122.416596
Vertigo,Brocklebank Apartments (1000 Mason Street),37.795219,-122.420782
Vertigo,"California Palace of the Legion of Honor (34th Avenue & Clement, Lincoln Park)",37.787438,-122.445402
Vertigo,Claude Lane at Bush Street,37.790713,-122.4044
Vertigo,Conservatory of Flowers (Golden Gate Park),37.795219,-122.420782
Vertigo,Ernie's Restaurant (847 Montgomery Street),37.795219,-122.420782
Vertigo,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.738952,-122.425815
Vertigo,"Fort Point (Presidio, Golden Gate National Recreation Area)",37.761953,-122.43065
Vertigo,Gough & Eddy Streets (Western Addition),37.782477,-122.424108
Vertigo,"Mission Delores (3321 16th Street, Mision District)",37.795219,-122.420782
Vertigo,Mission San Juan Bautista (2nd & Mariposa Streets),37.742821,-122.42168
Vertigo,Park Hill Sanatorium (351 Buena Vista Avenue East),37.736737,-122.424235
Vertigo,San Francisco Drydock (20th and Illinois Streets),37.795219,-122.420782
Vertigo,Palace of Fine Arts (3301 Lyon Street),37.795219,-122.420782
What Dreams May Come,Treasure Island,37.815742,-122.371546
What's Up Doc?,Alta Plaza Park (Steiner Street),37.801707,-122.402935
What's Up Doc?,22nd Avenue & Balboa Street (Richmond District),37.795219,-122.420782
What's Up Doc?,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",37.795219,-122.420782
What's Up Doc?,San Francisco Hilton (333 O'Farrell Street),37.795219,-122.420782
What's Up Doc?,Lombard Street between Hyde and Leavenworth,37.8022,-122.417966
What's Up Doc?,Hyde Street Pier,37.794567,-122.418112
What's Up Doc?,Chinatown,37.794993,-122.40767
What the Bleep Do We Know,Golden Gate National Recreation Area,37.791934,-122.415475
When a Man Loves a Woman,Grant Street at Pacific Avenue,37.796901,-122.406827
When a Man Loves a Woman,Cybelle's Pizza (1000 Bush Street),37.795219,-122.420782
When a Man Loves a Woman,1521 Masonic Avenue at Piedmont Street,37.765958,-122.444172
When a Man Loves a Woman,Buena Vista Café (2765 Hyde Street),37.769006,-122.438338
When a Man Loves a Woman,"Victor's Restaurant, The Westin St. Francis Hotel (335 Powell Street)",37.795219,-122.420782
When a Man Loves a Woman,Spring Valley School (1451 Jackson Street),37.792716,-122.403828
When a Man Loves a Woman,"International Studies Academy (993 Vermont Street, Potrero Hill)",37.795219,-122.420782
When a Man Loves a Woman,766 Vallejo Street at Stockton Street (North Beach),37.79857,-122.408808
Woman on the Run,Cable Car Signal Box (California Street at Powell Street),37.795219,-122.420782
Woman on the Run,819 Mason Street at Pine,37.790881,-122.410623
Woman on the Run,772 Commercial Street at Kearney,37.794021,-122.40471
Woman on the Run,1801 Laguna at Bush,37.787651,-122.428525
Woman on the Run,Fomer Hall of Justice (750 Kearny Street at Washington),37.795219,-122.420782
Woman on the Run,835-865 Market Street at 5th Street,37.783991,-122.408067
Woman on Top,312 Fillmore Street,37.7723571,-122.430268
"Yours, Mine and Ours",,37.795219,-122.420782
Zodiac,SF Chronicle Building (901 Mission St),37.795219,-122.420782
